exp,job_id,ts,cabinet,node,cab-node,uuid,device,kern_min_start,kern_max_start,num_kerns,kern_sum,train_time,mean_iter_dur,perf,min_iter_dur,max_iter_dur,mean_freq,freq,min_freq,max_freq,mean_memfreq,median_memfreq,min_memfreq,max_memfreq,mean_temp,temp,min_temp,max_temp,mean_pwr,pwr,min_pwr,max_pwr
resnet,97454,1646125320,c006,10,c006-10,c006-10-0,0,6.151482,169.194129,2472,44868.93609,154.655506,167.669057,114.1044609,96.39095515,3413.030013,1499.467968,1522,1312,1530,877,877,877,877,58.77950595,61,38,71,195.8764587,230.25,64.542,315.188
resnet,146384,1646006554,c003,7,c003-7,c003-7-1,1,13.035545,191.040284,0,0,168.642028,186.9276388,114.1027026,95.73224932,4364.262722,1509.439932,1530,1312,1530,877,877,877,877,53.57871273,56,32,63,187.3643424,207.206,62.627,312.353
resnet,94552,1646008131,c005,10,c005-10,c005-10-0,0,5.644573,183.072907,0,0,167.310358,186.4865319,114.0956767,95.31471133,3416.806132,1512.495135,1530,1312,1530,877,877,877,877,52.18980819,54,34,61,179.1764901,199.647,62.057,295.821
resnet,17688,1646010614,c005,4,c005-4,c005-4-2,2,13.958696,165.766435,2262,31092.36752,142.438733,151.941372,114.0936166,96.06144577,4006.840527,1513.678068,1530,1312,1530,877,877,877,877,44.21412151,46,27,53,193.3429317,237.363,61.16,296.118
resnet,96150,1646020812,c003,10,c003-10,c003-10-1,1,15.703223,181.897056,0,0,156.509465,171.6882092,114.0833241,95.80562869,4886.679822,1510.349177,1530,1312,1530,877,877,877,877,55.05892804,57,35,67,187.6497317,223.492,63.034,306.595
resnet,151796,1646007523,c007,2,c007-2,c007-2-3,3,4.815017,171.539899,1568,24094.01379,156.832501,177.4933096,114.0645035,96.66413069,3182.412893,1504.466387,1530,1312,1530,877,877,877,877,49.75923146,52,29,60,193.6144399,230.888,63.564,314.842
resnet,7120,1646211115,c002,8,c002-8,c002-8-3,3,8.770806,192.267041,0,0,172.880415,202.5277604,114.0579246,95.98597884,3867.279962,1509.495886,1530,1312,1530,877,877,877,877,52.83712641,55,32,63,182.5586488,195.431,63.606,312.417
resnet,28333,1646006990,c004,5,c004-5,c004-5-3,3,6.739533,172.481113,1956,41980.84735,155.710185,170.1780849,114.0533797,95.30013055,3406.432606,1507.236308,1530,1312,1530,877,877,877,877,50.48646154,53,29,60,196.0280858,234.112,65.116,307.768
resnet,105118,1646127696,c006,6,c006-6,c006-6-2,2,15.04082,182.415483,2553,49127.88747,157.722408,176.2484162,114.047952,96.45780362,4484.401371,1507.563025,1530,1312,1530,877,877,877,877,41.73486862,43,26,49,174.6887939,202.475,60.591,284.577
resnet,6572,1646006632,c003,9,c003-9,c003-9-1,1,7.12502,156.196086,1987,28969.06797,138.939698,143.4707042,114.046745,97.16434032,3371.979028,1504.276099,1530,1312,1530,877,877,877,877,53.14977671,56,32,65,200.7250715,241.899,62.627,300.091
resnet,27406,1646211498,c003,3,c003-3,c003-3-1,1,6.733584,158.069051,1689,22983.52402,141.06407,152.39063,114.025142,96.5365693,3486.527592,1506.359146,1530,1312,1530,877,877,877,877,53.22522523,54,31,69,202.4652366,247.047,64.707,308.939
resnet,62380,1646128634,c008,6,c008-6,c008-6-1,1,11.666333,167.497166,1640,34213.35705,145.984025,154.0854447,114.0057445,95.85013241,3412.816115,1491.180995,1515,1312,1530,877,877,877,877,65.40322581,70,36,80,208.9311774,255.126,68.043,319.667
resnet,16432,1646073784,c006,2,c006-2,c006-2-3,3,9.697451,175.150943,0,0,155.6135,172.7958946,113.9991286,95.93254514,3415.775814,1507.693827,1530,1312,1530,877,877,877,877,51.20246914,53,32,60,188.2944673,228.271,63.606,295.342
resnet,49262,1646126365,c004,8,c004-8,c004-8-2,2,5.448446,167.513461,2581,42043.43087,152.057981,162.7870118,113.988366,96.21977061,3306.884825,1503.228819,1530,1312,1530,877,877,877,877,47.65935085,50,29,56,190.9156321,231.249,61.608,307.16
resnet,93997,1646243508,c006,5,c006-5,c006-5-2,2,11.03678,188.518803,2355,48116.72857,167.426097,197.1402701,113.983348,95.76950967,3499.966435,1510.267422,1530,1312,1530,877,877,877,877,42.18894529,44,26,49,170.8308525,186.779,60.67,282.339
resnet,61841,1646007632,c008,1,c008-1,c008-1-1,1,4.526409,206.910259,0,0,192.306967,218.1381438,113.9692775,95.900548,3564.468503,1511.534205,1530,1312,1530,877,877,877,877,55.1833501,57,31,72,181.5165423,164.254,67.11,314.272
resnet,13976,1646072613,c006,2,c006-2,c006-2-2,2,10.181888,188.631218,2329,45904.97561,168.437366,195.5339416,113.941829,96.98063601,3528.59421,1513.882656,1530,1312,1530,877,877,877,877,41.40870063,43,26,49,177.4165602,192.38,61.12,302.628
resnet,97307,1646009319,c005,10,c005-10,c005-10-1,1,6.023696,176.196538,0,0,159.828072,184.5435656,113.9375344,96.03252262,3528.830737,1506.683245,1530,1312,1530,877,877,877,877,56.29780935,58,38,66,185.3006399,213.37,66.132,297.304
resnet,24045,1646125234,c004,9,c004-9,c004-9-3,3,15.075105,210.00788,0,0,185.659184,215.6571559,113.9273383,95.72351025,3334.13396,1510.439238,1530,1312,1530,877,877,877,877,58.34662265,60,35,72,174.1049309,161.04,62.627,308.536
resnet,47101,1646008215,c003,12,c003-12,c003-12-1,1,7.83389,175.458699,0,0,157.695505,173.6387327,113.9218044,96.47024795,4825.599834,1507.040719,1530,1312,1530,877,877,877,877,59.03592814,61,37,70,195.7332326,230.174,65.031,313.044
resnet,26940,1646128849,c002,1,c002-1,c002-1-3,3,9.841437,185.107076,2003,66498.79334,165.561826,172.2824805,113.9130244,95.31623404,3430.064403,1510.424084,1530,1312,1530,877,877,877,877,54.27873145,57,33,64,187.9509808,214.643,62.097,313.458
resnet,80915,1646021519,c007,9,c007-9,c007-9-1,1,13.606656,173.683304,1762,42549.05736,150.468126,157.3648684,113.9126569,96.40154988,3502.369918,1505.066079,1530,1312,1530,877,877,877,877,60.73072139,63,39,74,196.249357,237.215,64.053,310.83
resnet,89345,1646132992,c008,10,c008-10,c008-10-3,3,5.504199,176.150913,1963,44507.08372,160.531056,179.1421185,113.8933413,96.62951529,3124.92533,1501.284017,1522,1312,1530,877,877,877,877,64.10490342,66,42,74,196.3930181,225.689,65.074,316.783
resnet,155479,1646130597,c008,11,c008-11,c008-11-1,1,11.77392,183.49247,2466,42199.87899,163.200378,179.0833328,113.8160266,96.54584527,4571.085408,1510.288207,1530,1312,1530,877,877,877,877,61.02497743,63,43,70,195.9090569,225.244,66.943,311.592
resnet,27405,1646211498,c003,3,c003-3,c003-3-0,0,6.734004,158.066294,2410,33576.60121,141.06407,150.5252987,113.8139106,97.86099941,3460.597076,1504.051178,1530,1312,1530,877,877,877,877,44.90869272,46,28,54,193.1341044,233.2735,65.197,291.871
resnet,151199,1646024916,c007,10,c007-10,c007-10-1,1,7.790826,175.914207,0,0,157.682452,172.6454093,113.8102064,97.05565078,5151.086882,1511.4997,1530,1312,1530,877,877,877,877,63.68228228,66,40,77,195.424173,230.3255,63.606,316.365
resnet,29141,1646127596,c006,11,c006-11,c006-11-3,3,6.428312,180.243699,1963,39131.89922,163.407096,187.2609209,113.8100363,96.05298936,3414.868854,1500.895109,1522,1312,1530,877,877,877,877,65.43223335,68,42,77,199.693891,231.221,66.987,318.723
resnet,26449,1646126425,c006,11,c006-11,c006-11-0,0,6.458332,188.693135,2375,57311.99217,172.183901,198.7340423,113.78875,95.76582164,3533.980943,1499.812254,1515,1312,1530,877,877,877,877,61.01911186,63,40,70,193.7116842,208.665,67.52,320.664
resnet,6573,1646006632,c003,9,c003-9,c003-9-2,2,7.110143,156.26877,2396,29645.72636,138.939698,144.5533166,113.7821749,96.99396044,3549.53026,1505.565071,1530,1312,1530,877,877,877,877,46.63102867,49,28,55,195.7636108,240.123,60.71,295.438
resnet,127706,1646021321,c005,11,c005-11,c005-11-0,0,7.779047,162.576478,2090,30022.93278,144.661969,155.6195022,113.7705855,96.61121666,3526.409835,1495.906271,1522,1312,1530,877,877,877,877,54.9339934,57,38,64,204.9010683,250.812,65.031,316.431
resnet,19820,1646073656,c004,12,c004-12,c004-12-1,1,5.713487,197.233294,0,0,180.446251,207.364561,113.7580983,95.47729045,3464.9029,1503.615548,1530,735,1530,877,877,877,877,64.23355526,65,40,82,185.1513244,195.661,64.053,324.331
resnet,41466,1646005770,c003,12,c003-12,c003-12-0,0,7.123873,197.343578,0,0,181.02357,209.7629738,113.7544457,96.63879499,3350.877084,1505.908034,1530,1312,1530,877,877,877,877,51.06914753,53,34,60,175.8082431,171.438,64.542,301.545
resnet,41469,1646005770,c003,12,c003-12,c003-12-3,3,7.123982,197.354628,0,0,181.02357,202.2933927,113.7419045,96.56346217,3527.70422,1511.284288,1530,1312,1530,877,877,877,877,54.24165133,56,35,63,174.1322225,172.865,62.627,295.536
resnet,94554,1646008131,c005,10,c005-10,c005-10-2,2,5.64585,183.075095,0,0,167.310358,186.2155599,113.7361117,96.01986408,3236.828521,1491.548647,1515,1312,1530,877,877,877,877,54.42038583,56,35,64,194.3272088,217.763,64.627,326.97
resnet,79497,1646126464,c002,4,c002-4,c002-4-1,1,8.52911,156.217385,0,0,137.706397,144.7487665,113.7196841,96.19541094,4332.843829,1505.617007,1530,1312,1530,877,877,877,877,52.39605308,54,31,64,201.1324638,246.766,61.12,304.856
resnet,127708,1646021321,c005,11,c005-11,c005-11-2,2,7.78007,162.576475,2378,28520.47215,144.661969,156.3683776,113.7052625,96.79001942,3627.60197,1508.904262,1530,1312,1530,877,877,877,877,56.90452756,59,37,67,197.1150636,238.836,63.075,305.706
resnet,66800,1646008771,c007,7,c007-7,c007-7-0,0,10.632285,193.871356,0,0,173.325026,193.8755834,113.6884205,96.37042135,3439.721033,1505.877193,1530,1312,1530,877,877,877,877,49.04366812,50,31,57,176.1946089,182.456,63.075,299.121
resnet,119831,1646020288,c005,6,c005-6,c005-6-1,1,13.387194,179.746178,0,0,156.356963,166.9792044,113.6867888,95.78604996,4929.634877,1508.408126,1530,1312,1530,877,877,877,877,52.17682378,55,32,62,195.2301879,230.584,63.117,317.268
resnet,96151,1646020812,c003,10,c003-10,c003-10-2,2,15.721661,181.891865,2247,35634.76298,156.509465,173.5898455,113.6757531,96.47153923,3378.345737,1506.859413,1530,1312,1530,877,877,877,877,45.8676165,48,30,54,177.2478118,204.99,60.102,290.98
resnet,102848,1646127638,c006,10,c006-10,c006-10-0,0,6.189606,161.320549,0,0,145.150696,157.3102323,113.6568524,97.80146182,4503.822319,1502.768229,1522,1312,1530,877,877,877,877,59.08623495,61,38,71,203.2966746,248.702,64.095,313.108
resnet,110874,1646127626,c008,9,c008-9,c008-9-2,2,14.794419,198.133235,2506,44199.51722,173.894321,210.1989441,113.6277739,96.56632598,3579.51825,1512.693443,1530,1312,1530,877,877,877,877,45.68148942,47,35,51,163.0431752,158.983,61.12,279.009
resnet,33712,1646214464,c002,4,c002-4,c002-4-2,2,8.996423,179.46018,2523,57479.09159,160.486375,175.684395,113.6099686,96.35985899,3400.71614,1505.505325,1530,1312,1530,877,877,877,877,41.89630724,44,26,49,172.8385573,201.324,60.22,282.712
resnet,59788,1646020346,c007,1,c007-1,c007-1-2,2,15.232236,208.272091,2324,47369.41802,183.446015,226.836706,113.6095803,97.24961594,4045.364894,1505.119109,1522,1312,1530,877,877,877,877,43.82183027,45,27,51,176.4358559,157.52,63.117,315.536
resnet,57481,1646069993,c004,1,c004-1,c004-1-2,2,14.200123,214.756216,0,0,190.394707,234.8704263,113.605578,95.61714483,5052.441705,1515.27145,1530,1312,1530,877,877,877,877,48.65215264,50,28,60,170.4048376,138.958,65.154,306.594
resnet,51887,1646090356,c005,7,c005-7,c005-7-1,1,6.11168,175.27354,1603,32597.85259,158.61622,185.6930728,113.5915853,95.7717821,3416.075327,1512.573681,1530,1312,1530,877,877,877,877,53.47408306,56,34,63,186.1121425,222.478,62.586,297.667
resnet,27758,1646116380,c002,11,c002-11,c002-11-1,1,7.866271,207.129156,2650,56549.58645,189.235304,229.308206,113.5841138,95.89866176,3470.571273,1469.024911,1530,656,1530,877,877,877,877,65.17433291,67,39,77,175.8971924,173.652,66.089,307.969
resnet,103612,1646006932,c004,3,c004-3,c004-3-3,3,13.50902,177.751298,1945,43743.85665,154.832581,167.2110852,113.5636386,95.8757503,3146.594295,1505.256915,1530,1312,1530,877,877,877,877,51.51832933,54,32,62,181.4513498,214.0535,61.2,293.205
resnet,61842,1646007632,c008,1,c008-1,c008-1-2,2,4.528202,206.891436,0,0,192.306967,227.3708004,113.563432,95.923942,3220.747421,1511.549649,1530,1312,1530,877,877,877,877,43.17828485,44,27,50,159.9738651,133.922,62.302,283.618
resnet,62379,1646128634,c008,6,c008-6,c008-6-0,0,11.666689,167.491971,2524,42830.08728,145.984025,155.861614,113.5606244,96.34408355,3558.845162,1506.911111,1530,1312,1530,877,877,877,877,41.75800131,43,28,49,185.2089448,223.085,63.687,286.827
resnet,17088,1646072480,c004,12,c004-12,c004-12-2,2,5.3996,192.771142,2578,69019.06166,176.870453,200.2953177,113.5601774,96.48490697,3447.018974,1511.504844,1530,1312,1530,877,877,877,877,51.35020188,53,36,58,176.2996829,179.348,63.606,298.348
resnet,99675,1646125350,c006,6,c006-6,c006-6-3,3,14.851042,182.532669,1849,40817.00192,158.371262,171.6826618,113.5539934,96.36215493,3241.443459,1507.74851,1530,1312,1530,877,877,877,877,52.7537511,54,32,63,185.6211242,217.5915,61.689,306.393
resnet,11140,1646071437,c006,2,c006-2,c006-2-1,1,10.29896,183.518899,0,0,163.178677,181.8585705,113.5367266,96.27407789,3531.391452,1511.800471,1530,1312,1530,877,877,877,877,50.65479694,52,30,63,185.0928317,215.89,61.608,301.346
resnet,67386,1646010046,c008,1,c008-1,c008-1-0,0,4.580847,198.709619,0,0,184.131028,219.8104457,113.524105,95.725227,3491.295942,1514.716308,1530,1312,1530,877,877,877,877,45.93366544,47,29,53,171.7046214,165.2145,61.16,296.022
resnet,17710,1646125116,c004,10,c004-10,c004-10-3,3,15.568444,189.084838,1,4.599626,159.082176,193.1010842,113.5200076,95.61683238,7988.128498,1516.938012,1530,1312,1530,877,877,877,877,56.17988506,58,36,71,186.1706152,213.183,63.075,308.254
resnet,49261,1646126365,c004,8,c004-8,c004-8-1,1,5.440474,167.516587,1612,33777.18477,152.057981,160.7972039,113.5081016,95.55662423,3415.607527,1507.153991,1530,1312,1530,877,877,877,877,51.4434318,54,31,60,189.2014207,230.128,61.568,302.2
resnet,26937,1646128849,c002,1,c002-1,c002-1-0,0,9.841963,185.109575,2147,48310.37081,165.561826,186.6766421,113.5065221,94.45802798,3434.637996,1509.659117,1530,1312,1530,877,877,877,877,47.01541146,49,29,55,175.3413985,197.413,59.164,292.042
resnet,74231,1646022139,c002,9,c002-9,c002-9-1,1,10.792918,204.931961,1747,47192.22947,184.188542,210.0046228,113.490166,96.6740679,4756.105426,1483.763117,1515,577,1530,877,877,877,877,67.36451277,70,38,85,184.7607736,177.346,61.691,322.726
resnet,2665,1646005678,c003,4,c003-4,c003-4-2,2,4.867273,155.668828,0,0,142.941644,155.8187204,113.4853996,96.03888541,5234.727129,1505.937626,1530,1312,1530,877,877,877,877,46.28595374,49,28,56,196.9378411,240.414,65.154,305.344
resnet,26939,1646128849,c002,1,c002-1,c002-1-2,2,9.824405,185.104625,2300,55921.17444,165.561826,178.4868938,113.4503679,95.24674388,3474.926756,1511.59546,1530,1312,1530,877,877,877,877,45.39621543,47,29,52,172.4325325,190.307,59.202,283.795
resnet,32303,1646006583,c005,3,c005-3,c005-3-0,0,4.887457,154.148555,0,0,140.670424,146.5761327,113.4471707,96.72190994,3816.839017,1502.889112,1530,1312,1530,877,877,877,877,47.21776887,50,27,56,196.311008,240.2075,60.67,302.714
resnet,58750,1646126505,c006,7,c006-7,c006-7-2,2,5.261494,185.599803,2485,57935.90764,170.270912,191.2857519,113.4329165,96.961267,3268.124991,1509.004447,1530,1312,1530,877,877,877,877,49.21928849,51,32,56,175.9897771,182.52,62.097,301.06
resnet,9508,1646007103,c005,4,c005-4,c005-4-1,1,14.343231,174.243671,1626,25061.0846,150.137461,164.4731557,113.4309918,95.8474651,3866.336986,1510.084028,1530,1312,1530,877,877,877,877,49.81035027,52,31,60,185.8809542,224.568,60.67,294.952
resnet,84995,1646005827,c004,2,c004-2,c004-2-3,3,7.324289,195.890332,0,0,179.33545,201.5305629,113.4298518,96.15711868,4926.994443,1514.293461,1530,1312,1530,877,877,877,877,50.12573099,52,32,58,175.0494698,181.785,63.117,295.438
resnet,61994,1646008144,c004,6,c004-6,c004-6-0,0,4.344056,200.277205,2134,48944.44601,185.717013,224.1240701,113.4145655,96.322509,3632.611087,1512.350388,1530,1312,1530,877,877,877,877,45.61069491,47,29,53,167.9381586,157.313,61.649,290.778
resnet,1739,1646005509,c004,4,c004-4,c004-4-2,2,4.793279,163.491245,0,0,149.852741,164.7470535,113.401901,96.65350616,3364.374071,1501.238815,1530,1312,1530,877,877,877,877,44.77126654,47,27,52,190.2014616,226.034,65.729,300.609
resnet,29565,1646008257,c003,11,c003-11,c003-11-2,2,13.143264,169.18977,2359,32720.85763,146.645897,163.730975,113.3888275,96.28978791,3756.953771,1504.89987,1530,1312,1530,877,877,877,877,49.11284667,51,31,59,189.0551731,227.148,62.627,298.833
resnet,23764,1646159894,c009,2,c009-2,c009-2-0,0,8.031873,184.568878,2206,44608.72557,166.696388,189.9974992,113.3814111,96.14385315,3502.11264,1504.723961,1530,1312,1530,877,877,877,877,45.66733068,47,29,53,173.175144,190.4765,63.198,286.827
resnet,79485,1646126430,c008,12,c008-12,c008-12-3,3,13.546583,188.498903,2071,35397.26128,165.735413,185.1460608,113.37189,96.60102427,4605.149992,1475.296848,1492,1312,1530,877,877,877,877,67.29171364,70,42,82,199.1912765,228.439,68.988,329.613
resnet,91568,1646009152,c005,2,c005-2,c005-2-2,2,15.0818,199.449486,2487,56388.34833,174.857623,194.3453801,113.3547775,95.6160482,3066.649304,1510.185125,1530,1312,1530,877,877,877,877,44.19050146,46,27,52,167.7558214,167.054,59.692,293.497
resnet,51886,1646090356,c005,7,c005-7,c005-7-0,0,6.1268,175.273669,2533,59404.62172,158.61622,176.4384137,113.3478917,96.91794217,3379.199453,1511.414458,1530,1312,1530,877,877,877,877,48.97802529,51,30,58,182.0867523,212.903,61.12,295.438
resnet,148438,1646006677,c009,4,c009-4,c009-4-2,2,8.120301,178.116498,2574,50823.72234,152.209689,160.2540673,113.347847,97.12296724,3457.722642,1506.631513,1530,1312,1530,877,877,877,877,45.74553432,47,29,53,180.168706,218.106,61.08,283.011
resnet,13977,1646072613,c006,2,c006-2,c006-2-3,3,10.182252,188.631051,0,0,168.437366,185.7817256,113.3478425,97.19159408,3392.833817,1507.41535,1530,1312,1530,877,877,877,877,50.5870731,52,32,60,178.8027618,200.924,63.606,300.001
resnet,138123,1646009316,c003,5,c003-5,c003-5-0,0,4.676093,148.868708,0,0,133.78744,141.6498667,113.3442409,96.83766961,4727.482937,1506.022825,1530,1312,1530,877,877,877,877,35.47629234,37,23,40,194.7730378,235.438,60.591,286.327
resnet,154510,1646008678,c007,2,c007-2,c007-2-0,0,4.889999,164.819445,0,0,149.984441,161.137954,113.3366749,96.60515934,3542.326391,1507.781587,1530,1312,1530,877,877,877,877,43.35979676,46,26,51,183.072088,224.568,59.692,284.686
resnet,59786,1646020346,c007,1,c007-1,c007-1-0,0,15.215967,208.271908,2580,87287.04523,183.446015,193.6748691,113.3333277,96.18118778,3577.675283,1508.65566,1530,1312,1530,877,877,877,877,45.03745802,47,28,52,173.921696,159.8015,62.586,310.83
resnet,110873,1646127626,c008,9,c008-9,c008-9-1,1,14.787363,198.133379,0,0,173.894321,181.9359956,113.3210715,95.54658597,3502.479619,1460.912733,1485,675,1530,877,877,877,877,69.04219296,72,41,81,192.758025,208.65,70.044,335.824
resnet,29139,1646127596,c006,11,c006-11,c006-11-1,1,6.406095,180.221813,1820,32052.78712,163.407096,184.846259,113.3189052,96.82808816,3698.799081,1496.65162,1515,1312,1530,877,877,877,877,65.22672065,67,42,79,201.0845989,229.445,67.965,320.937
resnet,140624,1646126493,c006,8,c006-8,c006-8-1,1,6.930241,172.977779,0,0,155.924498,170.9078257,113.3159761,95.81644298,4742.109024,1513.592593,1530,1312,1530,877,877,877,877,61.667881,64,38,74,195.6075917,232.998,63.564,309.582
resnet,67387,1646010046,c008,1,c008-1,c008-1-1,1,4.572809,198.713308,0,0,184.131028,205.2986369,113.308237,96.320548,3517.891445,1505.35212,1530,1312,1530,877,877,877,877,55.80191363,58,31,73,183.9521396,177.637,68.577,314.964
resnet,97696,1646024667,c007,3,c007-3,c007-3-0,0,5.445439,204.948242,2339,71447.32998,190.756836,219.8396994,113.2961959,96.27630562,3524.866089,1509.14322,1530,1312,1530,877,877,877,877,43.65718639,45,27,51,166.0009721,149.1805,61.08,295.243
resnet,7952,1646131851,c008,4,c008-4,c008-4-1,1,13.059994,190.433288,0,0,167.684259,191.7910302,113.2954322,95.66754103,3551.205359,1512.133872,1530,1312,1530,877,877,877,877,52.49180328,54,32,62,184.4563515,210.401,61.689,306.716
resnet,138125,1646009316,c003,5,c003-5,c003-5-2,2,4.71449,148.907796,0,0,133.78744,143.2864271,113.2856347,95.86987644,4710.021012,1505.743234,1530,1312,1530,877,877,877,877,36.91429563,39,23,42,195.2214093,239.479,59.653,294.273
resnet,103609,1646006932,c004,3,c004-3,c004-3-0,0,13.51649,177.788264,0,0,154.832581,169.7156247,113.2847501,96.89326631,4339.362619,1510.92402,1530,1312,1530,877,877,877,877,49.0961194,51,31,57,184.0711474,216.163,62.138,293.304
resnet,7552,1646020205,c005,5,c005-5,c005-5-2,2,13.529132,186.198888,2354,41909.78658,164.815398,184.514129,113.2830251,97.14957187,3594.483987,1503.551784,1530,1312,1530,877,877,877,877,41.43233296,43,26,50,170.2820917,182.88,60.22,290.97
resnet,14633,1646005363,c002,12,c002-12,c002-12-0,0,6.284145,182.8018,1,2.732203,166.017053,190.5000907,113.2720523,96.26249224,5811.653301,1508.596552,1530,1312,1530,877,877,877,877,56.10086207,57,40,64,182.4222604,200.041,65.074,302.315
resnet,151188,1646007862,c009,4,c009-4,c009-4-3,3,7.377133,163.669684,0,0,146.41029,156.3219446,113.2635809,96.72615677,3956.906423,1505.270927,1530,1312,1530,877,877,877,877,63.33248082,65,37,80,198.9917629,241.095,63.606,304.655
resnet,63045,1646072395,c004,1,c004-1,c004-1-3,3,13.297978,219.982802,0,0,196.496507,233.0319144,113.2532724,96.35773208,3366.793862,1501.241614,1530,847,1530,877,877,877,877,64.54306848,67,32,84,169.5851627,136.185,63.239,305.747
resnet,56878,1646126293,c008,6,c008-6,c008-6-3,3,11.887378,182.462583,0,0,160.73214,174.8747665,113.2282279,96.43948823,4080.506645,1503.251324,1530,1312,1530,877,877,877,877,64.41507212,68,35,82,193.7353747,226.149,66.132,310.803
resnet,28332,1646006990,c004,5,c004-5,c004-5-2,2,6.729317,172.47717,2347,32993.424,155.710185,179.4266852,113.2202186,96.61596268,3381.700456,1510.897483,1530,1312,1530,877,877,877,877,47.68232044,50,27,57,186.1121921,224.038,60.67,302.229
resnet,117091,1646019118,c005,6,c005-6,c005-6-0,0,13.719585,183.556169,2,7.546789,165.866341,167.8415871,113.2146232,96.74979746,5354.829773,1506.677161,1530,1312,1530,877,877,877,877,44.37624043,46,28,52,173.5918852,194.918,59.653,293.594
resnet,19204,1646128591,c002,2,c002-2,c002-2-3,3,8.966428,177.467867,1759,42650.04139,158.390923,173.8528178,113.2069664,96.76690307,4357.286502,1510.226077,1530,1312,1530,877,877,877,877,53.84684415,56,34,64,184.3099512,218.05,61.649,301.545
resnet,7550,1646020205,c005,5,c005-5,c005-5-0,0,13.536091,186.198983,1,2.211367,164.815398,187.9746452,113.2036562,96.89112799,5207.675348,1501.491954,1522,1312,1530,877,877,877,877,45.52941176,47,28,55,185.1710025,203.8255,62.138,315.952
resnet,67389,1646010046,c008,1,c008-1,c008-1-3,3,4.581323,198.712812,0,0,184.131028,216.6233788,113.178771,95.763536,3379.093386,1513.219769,1530,1312,1530,877,877,877,877,58.18664564,60,31,75,181.8958744,174.367,64.707,317.114
resnet,148439,1646006677,c009,4,c009-4,c009-4-3,3,8.129662,178.119913,1750,42422.09107,152.209689,162.1638803,113.1572053,96.94330394,3346.54706,1502.517857,1530,1312,1530,877,877,877,877,62.39778666,64,37,81,194.3962452,234.047,63.606,309.787
resnet,109082,1646208838,c002,1,c002-1,c002-1-1,1,11.955555,199.821632,1684,56901.26439,178.067023,197.513571,113.1511226,95.56196397,3664.797748,1498.776709,1522,1312,1530,877,877,877,877,54.62073561,56,33,66,185.0383188,189.639,65.031,323.632
resnet,17089,1646072480,c004,12,c004-12,c004-12-3,3,5.476829,192.835257,1947,51417.91685,176.870453,205.1905317,113.1012067,96.94869071,3404.692948,1513.525,1530,1312,1530,877,877,877,877,56.7701087,59,38,66,182.8869231,190.801,65.074,304.655
resnet,15844,1646023697,c005,5,c005-5,c005-5-3,3,14.023399,179.891866,1852,38178.46814,155.478813,177.1997355,113.0964556,96.0601503,4171.3349,1511.689614,1530,1312,1530,877,877,877,877,50.20957194,53,31,59,185.7078258,217.9495,62.138,302.142
resnet,133084,1646023644,c005,11,c005-11,c005-11-1,1,8.269401,181.555198,2089,54167.75615,163.238579,173.2598234,113.0910441,96.51073441,3496.258784,1508.29186,1530,1312,1530,877,877,877,877,61.22354651,62,43,74,184.5141721,208.8025,63.117,301.346
resnet,23766,1646159894,c009,2,c009-2,c009-2-2,2,8.039949,184.569625,0,0,166.696388,185.5755677,113.026071,96.60756006,3577.435193,1506.852318,1530,1312,1530,877,877,877,877,45.90068689,47.5,30,53,182.2988154,205.53,62.627,308.536
resnet,106356,1646008115,c004,3,c004-3,c004-3-2,2,14.937906,173.602924,0,0,149.198373,155.0800901,113.0192289,95.75404273,3259.122656,1509.007092,1530,1312,1530,877,877,877,877,48.7106599,51,30,57,194.8146269,235.904,63.648,308.66
resnet,143282,1646127645,c006,8,c006-8,c006-8-1,1,6.718588,200.879536,1820,56087.25093,183.584059,212.2464719,113.0151255,95.72865104,3432.163811,1511.017773,1530,1312,1530,877,877,877,877,59.64392157,61,38,72,180.0341765,177.1655,64.542,308.051
resnet,37424,1646126430,c006,4,c006-4,c006-4-3,3,13.807078,194.355226,1510,56558.24723,171.151772,193.196423,113.0116545,96.86221182,3405.980952,1508.40539,1530,1312,1530,877,877,877,877,51.08903728,52,31,61,178.7880465,204.002,61.608,303.6
resnet,127707,1646021321,c005,11,c005-11,c005-11-1,1,7.764311,162.580902,0,0,144.661969,156.2330617,112.9777692,96.54880688,4919.47246,1512.38678,1530,1312,1530,877,877,877,877,62.57306684,65,43,74,199.1968817,242.8855,63.117,299.893
resnet,4329,1646209949,c002,8,c002-8,c002-8-1,1,8.483681,172.329292,0,0,153.934275,166.6143855,112.9670739,95.74297816,3441.516645,1507.349345,1530,1312,1530,877,877,877,877,55.33312539,58,34,65,196.2353833,241.669,64.011,309.098
resnet,59008,1646006440,c008,1,c008-1,c008-1-1,1,4.448463,186.444683,0,0,167.652894,187.3063756,112.9307425,95.375779,3651.875078,1501.888636,1530,1312,1530,877,877,877,877,58.115625,62,31,73,195.0903707,223.866,68.577,316.42
resnet,46620,1646125211,c004,8,c004-8,c004-8-3,3,5.809769,171.050227,0,0,157.959134,160.2957373,112.8958948,96.24867141,3607.188053,1503.280659,1530,1312,1530,877,877,877,877,53.97802868,56,33,66,191.4971437,234.136,62.586,308.051
