exp,input_size,reps,uuid,cabinet,node,ts,kern,kern_min_start,kern_max_start,num_kerns,perf,freq,memfreq,temp,pwr,dev_id
sgemm,25536,100,GPU-9b7aae3b-7f3e-3ae8-bfee-b63b23b6339a,-1,-1,1591140781,volta_sgemm_128x32_sliced1x4_nn,290.633784,535.392873,100,2472.62952,1342,877,69,296.819,0
sgemm,25536,100,GPU-864a00b7-aa2d-d832-911a-3ca6b7a10d85,-1,-1,1591073038,volta_sgemm_128x32_sliced1x4_nn,290.159891,529.034341,100,2412.837082,1372,877,60,296.212,0
sgemm,25536,100,GPU-ac9ef2f6-cf1a-fb7f-f049-ab7336766515,-1,-1,1591154727,volta_sgemm_128x32_sliced1x4_nn,290.892926,534.827833,100,2464.507133,1342,877,72,296.305,0
sgemm,25536,100,GPU-5582e876-372b-9110-fa1f-f64f8f6c4e44,-1,-1,1591196598,volta_sgemm_128x32_sliced1x4_nn,290.513016,525.251006,100,2371.238214,1395,877,63,298.076,0
sgemm,25536,100,GPU-4abb11b4-184a-2262-8f92-c108dcb1be8c,-1,-1,1591244320,volta_sgemm_128x32_sliced1x4_nn,290.96853,532.402518,100,2438.977724,1357,877,62,296.212,0
sgemm,25536,100,GPU-6ca171d1-fbc0-7538-4b60-66e45b9ed457,-1,-1,1591153619,volta_sgemm_128x32_sliced1x4_nn,291.930344,529.11323,100,2396.070592,1387,877,67,296.986,0
sgemm,25536,100,GPU-22fa1726-f052-32e6-4d5a-152694b0a3da,-1,-1,1591154711,volta_sgemm_128x32_sliced1x4_nn,290.151569,525.957815,100,2382.151173,1395,877,60,296.623,0
sgemm,25536,100,GPU-397db984-3ad2-584f-0128-013b1bc93a75,-1,-1,1591154686,volta_sgemm_128x32_sliced1x4_nn,317.091934,566.627861,100,2521.156265,1312,877,69,297.667,0
sgemm,25536,100,GPU-e1342d2b-9672-84a6-3f4f-793c5cec8f2f,-1,-1,1591164564,volta_sgemm_128x32_sliced1x4_nn,291.22118,533.347062,100,2446.139459,1357,877,70,297.274,0
sgemm,25536,100,GPU-4a2ec113-687a-3766-3c13-59b42a70ca9a,-1,-1,1591125118,volta_sgemm_128x32_sliced1x4_nn,290.439097,530.78017,100,2427.703061,1365,877,58,297.077,0
sgemm,25536,100,GPU-5bc1b987-3e51-39eb-72c7-c6c3609cb4e1,-1,-1,1591072995,volta_sgemm_128x32_sliced1x4_nn,290.192189,528.142526,100,2403.488673,1380,877,54,297.395,0
sgemm,25536,100,GPU-7a5be25e-4d9d-8cf4-e483-336c12743bab,-1,-1,1591154177,volta_sgemm_128x32_sliced1x4_nn,290.700938,527.122976,100,2388.276898,1387,877,69,296.986,0
sgemm,25536,100,GPU-775cf9c0-142a-4376-9006-0fba91c41b7a,-1,-1,1591153251,volta_sgemm_128x32_sliced1x4_nn,290.153406,530.801061,100,2430.849724,1372,877,57,296.986,0
sgemm,25536,100,GPU-ac8d2879-06bb-e475-3c27-fbbbd1c0e879,-1,-1,1591071937,volta_sgemm_128x32_sliced1x4_nn,290.998963,532.683515,100,2441.409949,1357,877,61,296.986,0
sgemm,25536,100,GPU-5621a005-50a7-08a8-ade6-5530d14f8230,-1,-1,1591135823,volta_sgemm_128x32_sliced1x4_nn,290.17605,524.885782,100,2370.683276,1402,877,52,296.986,0
sgemm,25536,100,GPU-d84f71be-ad97-3d98-133e-cc8818b44c87,-1,-1,1591073019,volta_sgemm_128x32_sliced1x4_nn,290.056702,519.068002,100,2313.13802,1440,877,51,298.152,0
sgemm,25536,100,GPU-9b7aae3b-7f3e-3ae8-bfee-b63b23b6339a,-1,-1,1591154156,volta_sgemm_128x32_sliced1x4_nn,290.595382,535.817867,100,2477.458255,1342,877,72,297.304,0
sgemm,25536,100,GPU-a5d73485-ce4d-9b57-d67a-e1f16e5280b6,-1,-1,1591140026,volta_sgemm_128x32_sliced1x4_nn,292.028844,533.688554,100,2441.307153,1365,877,69,296.697,0
sgemm,25536,100,GPU-8741e02a-785d-6050-9ffb-44e5a698c2a9,-1,-1,1591118861,volta_sgemm_128x32_sliced1x4_nn,289.989151,525.046349,100,2374.333796,1402,877,60,296.986,0
sgemm,25536,100,GPU-d2098dcc-6dc5-2517-bd6f-0b6ca62e4d7e,-1,-1,1591154167,volta_sgemm_128x32_sliced1x4_nn,290.022488,532.632199,100,2450.750571,1350,877,63,297.182,0
sgemm,25536,100,GPU-6168cf99-c67e-d16f-617c-6291110949b0,-1,-1,1591152172,volta_sgemm_128x32_sliced1x4_nn,290.250039,534.276037,100,2465.153663,1342,877,70,296.017,0
sgemm,25536,100,GPU-e9caf4fd-24f3-90d5-e8c1-b64c4bad77fc,-1,-1,1591196646,volta_sgemm_128x32_sliced1x4_nn,290.694857,532.893741,100,2447.247663,1357,877,72,297.089,0
sgemm,25536,100,GPU-13135eb4-6713-97a7-cafd-6382eb2c48cd,-1,-1,1591153070,volta_sgemm_128x32_sliced1x4_nn,290.968128,528.685582,100,2401.78048,1387,877,73,296.79,0
sgemm,25536,100,GPU-d8468be2-c6f5-5354-bb55-b3bf254e2c34,-1,-1,1591071375,volta_sgemm_128x32_sliced1x4_nn,290.290046,527.112246,100,2392.327653,1387,877,66,297.182,0
sgemm,25536,100,GPU-7aa05862-a773-2b1c-3e4b-5cfc30be7841,-1,-1,1591152171,volta_sgemm_128x32_sliced1x4_nn,290.198253,529.675769,100,2419.101378,1372,877,64,296.893,0
sgemm,25536,100,GPU-d6337747-3cda-0a3c-71bb-132c1a74de32,-1,-1,1591154712,volta_sgemm_128x32_sliced1x4_nn,290.704024,534.279733,100,2460.450918,1350,877,66,296.697,0
sgemm,25536,100,GPU-bff27eb6-9904-7e95-1e86-d93bbc389157,-1,-1,1589952836,volta_sgemm_128x32_sliced1x4_nn,290.293708,540.327678,100,2526.28548,1312,877,72,297.304,0
sgemm,25536,100,GPU-3763b8f9-5aad-7809-7f06-08cd46b6a2de,-1,-1,1591071929,volta_sgemm_128x32_sliced1x4_nn,290.426933,532.328375,100,2443.622051,1357,877,70,297.863,0
sgemm,25536,100,GPU-312a374c-541a-d4c8-8b0c-df379b6ea7bd,-1,-1,1591071375,volta_sgemm_128x32_sliced1x4_nn,290.832407,525.701369,100,2372.428061,1395,877,53,297.5,0
sgemm,25536,100,GPU-a91f034a-35d2-91dd-0717-a8649983b13c,-1,-1,-1,volta_sgemm_128x32_sliced1x4_nn,290.515737,535.514748,100,2475.054531,1342,877,68,296.986,0
sgemm,25536,100,GPU-ae13d3c0-4338-b02e-4949-57d6fa4535af,-1,-1,1591154704,volta_sgemm_128x32_sliced1x4_nn,293.358961,531.313426,100,2403.809806,1387,877,62,297.758,0
sgemm,25536,100,GPU-21b84f62-05cd-432b-acde-a73806e9f42a,-1,-1,1591225294,volta_sgemm_128x32_sliced1x4_nn,292.473242,526.755853,100,2366.40452,1402,877,56,297.274,0
sgemm,25536,100,GPU-70222c02-791d-6b1b-c846-e10c1922057f,-1,-1,1591225295,volta_sgemm_128x32_sliced1x4_nn,296.057192,539.684661,100,2461.174612,1350,877,66,296.986,0
sgemm,25536,100,GPU-c7a58633-0ea7-1ca0-e7e3-b4fa1eeb8224,-1,-1,1591197138,volta_sgemm_128x32_sliced1x4_nn,315.460059,558.282173,100,2453.039969,1357,877,71,297.077,0
sgemm,25536,100,GPU-49cb49c6-15d7-e173-6b36-3a169a7c9cce,-1,-1,1591154161,volta_sgemm_128x32_sliced1x4_nn,290.170712,530.975147,100,2432.616112,1365,877,63,297.758,0
sgemm,25536,100,GPU-79aa39c5-80d6-8b6e-3967-fb6920774de3,-1,-1,1591125232,volta_sgemm_128x32_sliced1x4_nn,290.480458,533.998185,100,2460.012633,1357,877,68,297.378,0
sgemm,25536,100,GPU-b13e810d-1894-5fe7-b653-f8bf8dd13c92,-1,-1,1591073007,volta_sgemm_128x32_sliced1x4_nn,290.493853,535.705609,100,2477.454265,1335,877,72,296.986,0
sgemm,25536,100,GPU-c18d26f0-1aab-cc8a-68ee-fb63e0b39cfc,-1,-1,1591196596,volta_sgemm_128x32_sliced1x4_nn,290.202276,531.961366,100,2442.026051,1357,877,60,296.697,0
sgemm,25536,100,GPU-fb64fd4f-c02c-4466-e104-23853ca061af,-1,-1,1591141106,volta_sgemm_128x32_sliced1x4_nn,290.361552,524.832992,100,2368.434255,1402,877,57,296.593,0
sgemm,25536,100,GPU-9f735b71-1dee-55a2-3208-79410b78cba3,-1,-1,1591142112,volta_sgemm_128x32_sliced1x4_nn,290.306631,531.895128,100,2440.829316,1357,877,73,297.364,0
sgemm,25536,100,GPU-a7b671b2-cfbe-abd4-d260-dc1f6fd6f7a5,-1,-1,1591071377,volta_sgemm_128x32_sliced1x4_nn,290.247478,531.10453,100,2432.973408,1372,877,73,297.182,0
sgemm,25536,100,GPU-431da08c-6dd3-c3ed-701d-2db83e569c99,-1,-1,1591153071,volta_sgemm_128x32_sliced1x4_nn,290.151684,526.335132,100,2385.760092,1395,877,60,297.378,0
sgemm,25536,100,GPU-02899afa-3f47-50af-f1c1-3df54389d406,-1,-1,1591119948,volta_sgemm_128x32_sliced1x4_nn,291.448998,537.271988,100,2483.627357,1335,877,70,296.893,0
sgemm,25536,100,GPU-5a43e059-3819-c58b-0cc2-2dc28805d543,-1,-1,1591152171,volta_sgemm_128x32_sliced1x4_nn,323.315123,564.451503,100,2435.97651,1365,877,64,297.285,0
sgemm,25536,100,GPU-7a5be25e-4d9d-8cf4-e483-336c12743bab,-1,-1,1589952846,volta_sgemm_128x32_sliced1x4_nn,290.236072,526.746697,100,2389.304265,1387,877,67,296.986,0
sgemm,25536,100,GPU-0ef33d31-44e6-7ce2-2f82-573161a8ae6f,-1,-1,1591118863,volta_sgemm_128x32_sliced1x4_nn,290.907481,532.508672,100,2440.708724,1357,877,64,296.212,0
sgemm,25536,100,GPU-1b956c94-4927-0014-3ed6-21e44f421add,-1,-1,1591244318,volta_sgemm_128x32_sliced1x4_nn,323.013947,564.579037,100,2440.325908,1357,877,70,295.05,0
sgemm,25536,100,GPU-2fc5fbf8-ef33-bd2a-7360-caaa86db412b,-1,-1,1589952846,volta_sgemm_128x32_sliced1x4_nn,290.33887,529.358873,100,2414.951316,1372,877,72,297.182,0
sgemm,25536,100,GPU-9d11d759-dada-ad7e-4680-84ff816c09b0,-1,-1,1591072468,volta_sgemm_128x32_sliced1x4_nn,290.146555,533.325122,100,2456.607122,1350,877,60,297.955,0
sgemm,25536,100,GPU-67b93d20-4e02-790f-8a48-a9553211d758,-1,-1,1591153616,volta_sgemm_128x32_sliced1x4_nn,290.243092,530.487322,100,2426.824255,1365,877,67,297.667,0
sgemm,25536,100,GPU-3f464746-1bd3-f528-f769-bea463319c0a,-1,-1,1591244317,volta_sgemm_128x32_sliced1x4_nn,290.386937,535.424604,100,2475.216918,1335,877,63,297.863,0
sgemm,25536,100,GPU-41ec1778-5dcb-8b93-88f7-64ff20ddb000,-1,-1,1591225294,volta_sgemm_128x32_sliced1x4_nn,290.106577,532.612387,100,2449.930541,1357,877,68,297.015,0
sgemm,25536,100,GPU-742060f5-891d-3f9e-2865-ba8ced97b77e,-1,-1,1591154711,volta_sgemm_128x32_sliced1x4_nn,290.199492,532.832883,100,2451.030378,1357,877,70,297.107,0
sgemm,25536,100,GPU-6ba9ef33-5eb7-681e-8315-125051ff9788,-1,-1,1591152172,volta_sgemm_128x32_sliced1x4_nn,291.399976,536.584,100,2477.128133,1335,877,72,297.863,0
sgemm,25536,100,GPU-6de79bb7-4f4c-563c-7d66-c4f6a2f78841,-1,-1,-1,volta_sgemm_128x32_sliced1x4_nn,290.368438,536.309921,100,2484.608847,1335,877,70,297.848,0
sgemm,25536,100,GPU-9f30f6e9-b7f0-b29b-05d3-2d4e286f9bb6,-1,-1,1591153251,volta_sgemm_128x32_sliced1x4_nn,290.140889,527.903762,100,2401.848133,1387,877,65,296.819,0
sgemm,25536,100,GPU-13135eb4-6713-97a7-cafd-6382eb2c48cd,-1,-1,1591154158,volta_sgemm_128x32_sliced1x4_nn,290.488224,528.533832,100,2405.20098,1380,877,74,297.274,0
sgemm,25536,100,GPU-f4957f78-5e36-a757-c0eb-f11e1ee62577,-1,-1,1591118863,volta_sgemm_128x32_sliced1x4_nn,290.510878,523.119146,100,2349.773673,1410,877,69,297.879,0
sgemm,25536,100,GPU-4242a221-52f8-8299-7373-5f301d2af9c5,-1,-1,1589952841,volta_sgemm_128x32_sliced1x4_nn,291.439779,531.489151,100,2425.209908,1372,877,69,297.758,0
sgemm,25536,100,GPU-0fb88eb3-507f-0fc0-3717-d56d79305a5c,-1,-1,1591225295,volta_sgemm_128x32_sliced1x4_nn,329.794337,566.850561,100,2395.048745,1380,877,74,297.47,0
sgemm,25536,100,GPU-12e66e34-77d9-f920-d277-b2a9b82d1fc7,-1,-1,1591152291,volta_sgemm_128x32_sliced1x4_nn,290.393597,530.001434,100,2420.663724,1372,877,73,297.378,0
sgemm,25536,100,GPU-a7b671b2-cfbe-abd4-d260-dc1f6fd6f7a5,-1,-1,1591154702,volta_sgemm_128x32_sliced1x4_nn,289.954135,530.652082,100,2431.484704,1365,877,73,297.182,0
sgemm,25536,100,GPU-9c4da7f0-9ebc-cf5a-0c5d-37453081fd3b,-1,-1,1591213111,volta_sgemm_128x32_sliced1x4_nn,290.207099,530.697185,100,2429.140061,1372,877,56,296.893,0
sgemm,25536,100,GPU-6cc3ac5f-0d73-c0b6-ee4f-4a9e820fb733,-1,-1,1591119948,volta_sgemm_128x32_sliced1x4_nn,290.8875,531.521911,100,2431.154337,1365,877,73,298.06,0
sgemm,25536,100,GPU-345a7333-c891-27f4-f23d-0cc17fcbf12a,-1,-1,1591225295,volta_sgemm_128x32_sliced1x4_nn,290.732923,535.022915,100,2467.597847,1342,877,64,296.697,0
sgemm,25536,100,GPU-4807cf4d-1952-fa22-e540-109e52514735,-1,-1,1591118863,volta_sgemm_128x32_sliced1x4_nn,290.260628,533.423619,100,2456.508112,1350,877,61,296.893,0
sgemm,25536,100,GPU-9c9245ac-7e02-ba10-d16d-a4308c7924b9,-1,-1,1591153077,volta_sgemm_128x32_sliced1x4_nn,291.144426,530.2896,100,2415.729459,1372,877,61,297.274,0
sgemm,25536,100,GPU-04235f8f-fa10-59dd-9f6a-41c1a14f654c,-1,-1,1591071375,volta_sgemm_128x32_sliced1x4_nn,291.171979,525.508136,100,2367.00451,1402,877,58,296.305,0
sgemm,25536,100,GPU-98e8d5a5-f209-2fff-ad05-573314c02572,-1,-1,1591152171,volta_sgemm_128x32_sliced1x4_nn,290.651911,535.434726,100,2473.064867,1335,877,70,297.482,0
sgemm,25536,100,GPU-8bbf7ec4-8ed5-900a-f048-e441c5c15a1c,-1,-1,1591213027,volta_sgemm_128x32_sliced1x4_nn,291.062409,529.47156,100,2408.628102,1380,877,69,297.667,0
sgemm,25536,100,GPU-5fdb777f-8e92-bd2b-4780-54e5e1ccf6a5,-1,-1,1591154693,volta_sgemm_128x32_sliced1x4_nn,319.447339,558.955167,100,2419.319888,1365,877,67,298.348,0
sgemm,25536,100,GPU-7aa05862-a773-2b1c-3e4b-5cfc30be7841,-1,-1,1591154352,volta_sgemm_128x32_sliced1x4_nn,290.288523,529.124635,100,2412.623531,1380,877,61,296.697,0
sgemm,25536,100,GPU-27aa2ab4-9f49-61de-a24f-c9cfb56a4dfa,-1,-1,1591119948,volta_sgemm_128x32_sliced1x4_nn,315.738559,558.179853,100,2449.383531,1350,877,70,297.274,0
sgemm,25536,100,GPU-b6695578-8c75-9047-4e39-34a02fe1745f,-1,-1,1591073061,volta_sgemm_128x32_sliced1x4_nn,290.972451,528.85213,100,2403.229531,1387,877,55,295.875,0
sgemm,25536,100,GPU-e83e370f-2d78-0c98-ebf3-3dfb05c88241,-1,-1,1591153620,volta_sgemm_128x32_sliced1x4_nn,294.00865,541.978227,100,2504.70251,1327,877,59,296.408,0
sgemm,25536,100,GPU-d6337747-3cda-0a3c-71bb-132c1a74de32,-1,-1,1591141331,volta_sgemm_128x32_sliced1x4_nn,330.369595,573.909008,100,2460.107459,1350,877,66,296.986,0
sgemm,25536,100,GPU-2a6e80db-871c-96c0-551b-7d1467f2f059,-1,-1,1591244317,volta_sgemm_128x32_sliced1x4_nn,290.788316,527.4644,100,2391.0105,1387,877,61,297.47,0
sgemm,25536,100,GPU-b8e4b2cf-6760-861d-7aa0-049bde49de9c,-1,-1,1591244317,volta_sgemm_128x32_sliced1x4_nn,290.513347,528.238843,100,2401.565551,1380,877,62,297.667,0
sgemm,25536,100,GPU-b178aba3-3f4d-78c2-c666-aa3fb1cc43d1,-1,-1,1591071375,volta_sgemm_128x32_sliced1x4_nn,292.137422,533.067954,100,2433.953633,1365,877,75,296.24,0
sgemm,25536,100,GPU-9b7aae3b-7f3e-3ae8-bfee-b63b23b6339a,-1,-1,1591153613,volta_sgemm_128x32_sliced1x4_nn,290.449035,535.608448,100,2476.871031,1342,877,72,297.304,0
sgemm,25536,100,GPU-f8c167b2-f8c2-433b-0de1-181cab954a5c,-1,-1,1591142006,volta_sgemm_128x32_sliced1x4_nn,297.201608,531.054947,100,2362.183041,1410,877,60,297.182,0
sgemm,25536,100,GPU-5efed572-a323-90eb-8e51-bd26e6744236,-1,-1,1591154889,volta_sgemm_128x32_sliced1x4_nn,290.375055,532.190543,100,2442.852592,1350,877,64,297.47,0
sgemm,25536,100,GPU-f51fe635-0326-4e53-3fab-915839a28215,-1,-1,1591153071,volta_sgemm_128x32_sliced1x4_nn,290.166183,532.832906,100,2451.639724,1357,877,69,296.212,0
sgemm,25536,100,GPU-5efed572-a323-90eb-8e51-bd26e6744236,-1,-1,1591119948,volta_sgemm_128x32_sliced1x4_nn,290.744069,532.02485,100,2437.495214,1357,877,62,297.47,0
sgemm,25536,100,GPU-e047561d-f961-f454-b935-ce8622e323f8,-1,-1,1591196598,volta_sgemm_128x32_sliced1x4_nn,292.135488,537.064059,100,2474.391378,1335,877,65,297.182,0
sgemm,25536,100,GPU-241d93c8-c597-6a1f-a167-257bae3ef4b8,-1,-1,1591152172,volta_sgemm_128x32_sliced1x4_nn,290.665163,529.089782,100,2408.64002,1380,877,67,296.986,0
sgemm,25536,100,GPU-05942aeb-25bb-39fd-a337-cfa596352270,-1,-1,1591197139,volta_sgemm_128x32_sliced1x4_nn,290.172275,534.523861,100,2468.514908,1342,877,73,297.955,0
sgemm,25536,100,GPU-1086e4d3-11ba-a2a2-301c-95a4945b27f2,-1,-1,1591153254,volta_sgemm_128x32_sliced1x4_nn,290.488844,534.727436,100,2467.423531,1342,877,70,296.017,0
sgemm,25536,100,GPU-d2098dcc-6dc5-2517-bd6f-0b6ca62e4d7e,-1,-1,1591196597,volta_sgemm_128x32_sliced1x4_nn,290.275238,532.39793,100,2445.79849,1357,877,62,296.697,0
sgemm,25536,100,GPU-599de15c-de81-45c4-70ff-2b0cb2de5dd7,-1,-1,1591073018,volta_sgemm_128x32_sliced1x4_nn,290.188556,537.245541,100,2496.001337,1327,877,70,296.408,0
sgemm,25536,100,GPU-41b8fcdb-cfe2-d189-f7ba-8e6e7ba91fcc,-1,-1,1589952855,volta_sgemm_128x32_sliced1x4_nn,289.815624,532.899469,100,2455.892449,1350,877,72,297.089,0
sgemm,25536,100,GPU-5bc1b987-3e51-39eb-72c7-c6c3609cb4e1,-1,-1,1591152172,volta_sgemm_128x32_sliced1x4_nn,290.238428,528.586047,100,2407.674908,1380,877,55,296.911,0
sgemm,25536,100,GPU-2c72f7e3-f540-3e1c-b28b-97983fd34ce1,-1,-1,1591244319,volta_sgemm_128x32_sliced1x4_nn,290.611691,531.385957,100,2432.494439,1357,877,72,296.017,0
sgemm,25536,100,GPU-1b956c94-4927-0014-3ed6-21e44f421add,-1,-1,1591071920,volta_sgemm_128x32_sliced1x4_nn,290.89216,532.46132,100,2440.501204,1357,877,71,296.408,0
sgemm,25536,100,GPU-5e58c293-cd93-66ea-3997-1f57886b0f34,-1,-1,1591120449,volta_sgemm_128x32_sliced1x4_nn,298.107171,539.589156,100,2439.151837,1365,877,59,297.47,0
sgemm,25536,100,GPU-0f84b81c-6099-b0cc-0aa8-bce437376de7,-1,-1,1589952841,volta_sgemm_128x32_sliced1x4_nn,290.717806,528.438809,100,2401.581776,1380,877,64,297.955,0
sgemm,25536,100,GPU-9d11d759-dada-ad7e-4680-84ff816c09b0,-1,-1,1591071917,volta_sgemm_128x32_sliced1x4_nn,290.523476,533.49625,100,2454.543245,1350,877,60,297.955,0
sgemm,25536,100,GPU-77219e20-2a2b-3dcc-f7a8-d375a6dfa574,-1,-1,1591154702,volta_sgemm_128x32_sliced1x4_nn,300.094871,544.265153,100,2466.347378,1342,877,63,295.821,0
sgemm,25536,100,GPU-cdc1eab6-6725-14b5-673e-a37c92bf5f2c,-1,-1,1591213066,volta_sgemm_128x32_sliced1x4_nn,289.861001,527.044454,100,2395.952857,1387,877,63,296.986,0
sgemm,25536,100,GPU-5fc67576-3dc6-066f-5c09-dcc48a478708,-1,-1,1591125117,volta_sgemm_128x32_sliced1x4_nn,290.570387,529.37743,100,2412.448959,1380,877,63,297.788,0
sgemm,25536,100,GPU-d8468be2-c6f5-5354-bb55-b3bf254e2c34,-1,-1,1591164564,volta_sgemm_128x32_sliced1x4_nn,290.582342,527.526849,100,2393.419214,1387,877,64,296.986,0
sgemm,25536,100,GPU-004a0134-1b41-cea0-0256-583c5e6e8127,-1,-1,1591152174,volta_sgemm_128x32_sliced1x4_nn,290.520441,531.669576,100,2436.588153,1365,877,71,296.893,0
sgemm,25536,100,GPU-875d6a05-397c-8b29-9e9e-4087c65b2cb3,-1,-1,1589952845,volta_sgemm_128x32_sliced1x4_nn,290.324808,528.130297,100,2402.340378,1387,877,64,296.212,0
sgemm,25536,100,GPU-6ba9ef33-5eb7-681e-8315-125051ff9788,-1,-1,1591119948,volta_sgemm_128x32_sliced1x4_nn,294.766299,539.355936,100,2470.930245,1342,877,71,297.863,0
sgemm,25536,100,GPU-21b84f62-05cd-432b-acde-a73806e9f42a,-1,-1,1591125118,volta_sgemm_128x32_sliced1x4_nn,289.941381,524.183802,100,2365.9665,1402,877,56,296.986,0
sgemm,25536,100,GPU-9d11d759-dada-ad7e-4680-84ff816c09b0,-1,-1,1591164563,volta_sgemm_128x32_sliced1x4_nn,294.547097,537.761868,100,2456.952306,1350,877,61,297.955,0
sgemm,25536,100,GPU-9b7aae3b-7f3e-3ae8-bfee-b63b23b6339a,-1,-1,1591244318,volta_sgemm_128x32_sliced1x4_nn,290.347754,534.873541,100,2470.405469,1342,877,69,297.304,0
sgemm,25536,100,GPU-ecdfaa9a-b31f-35cc-f425-b001bfcdfebd,-1,-1,1591119949,volta_sgemm_128x32_sliced1x4_nn,290.382066,538.600443,100,2507.723265,1327,877,71,296.79,0
sgemm,25536,100,GPU-88172df5-745e-4536-295c-a1ff2ae81480,-1,-1,1591071378,volta_sgemm_128x32_sliced1x4_nn,290.116284,532.818918,100,2451.57251,1357,877,57,297.211,0
sgemm,25536,100,GPU-97cc4dc2-2497-4e9d-f7e3-a2c6c0bf3f69,-1,-1,1591153249,volta_sgemm_128x32_sliced1x4_nn,290.691159,531.275155,100,2430.485806,1372,877,67,297.107,0
sgemm,25536,100,GPU-0542528c-4ba5-0eff-4a1f-90ac59dd0446,-1,-1,1591244319,volta_sgemm_128x32_sliced1x4_nn,290.623261,532.922326,100,2447.845918,1350,877,71,296.893,0
sgemm,25536,100,GPU-a412f397-ace2-7a2d-7bd3-9ff7b4de3a5d,-1,-1,1591225294,volta_sgemm_128x32_sliced1x4_nn,291.298031,528.697395,100,2398.587102,1380,877,68,297.107,0
sgemm,25536,100,GPU-aaae46f1-77f6-95e0-1b15-9840332d38d7,-1,-1,1591164560,volta_sgemm_128x32_sliced1x4_nn,290.73097,529.647886,100,2413.419122,1380,877,58,297.758,0
sgemm,25536,100,GPU-d8248b47-098f-6a51-7775-b2dfd9aa6372,-1,-1,1591153076,volta_sgemm_128x32_sliced1x4_nn,290.05372,531.919142,100,2443.485357,1350,877,64,297.758,0
sgemm,25536,100,GPU-e83e370f-2d78-0c98-ebf3-3dfb05c88241,-1,-1,1591072476,volta_sgemm_128x32_sliced1x4_nn,290.400814,538.369164,100,2504.747092,1327,877,59,296.118,0
sgemm,25536,100,GPU-01f6142b-9612-2893-b2dd-b7a52e31a9b6,-1,-1,1589952850,volta_sgemm_128x32_sliced1x4_nn,291.534462,539.304216,100,2502.994929,1327,877,75,296.408,0
sgemm,25536,100,GPU-67310618-8960-8a96-f566-2621ceecd44c,-1,-1,1591136361,volta_sgemm_128x32_sliced1x4_nn,290.188428,529.433464,100,2417.014092,1387,877,66,296.893,0
sgemm,25536,100,GPU-01f6142b-9612-2893-b2dd-b7a52e31a9b6,-1,-1,1591072476,volta_sgemm_128x32_sliced1x4_nn,290.400758,546.926018,100,2592.529827,1312,877,81,295.048,0
sgemm,25536,100,GPU-db6f7f88-3a43-9345-1d9a-9a88a562e078,-1,-1,1591073015,volta_sgemm_128x32_sliced1x4_nn,290.424816,529.117609,100,2411.240827,1372,877,65,296.893,0
sgemm,25536,100,GPU-bf17fd1b-650b-c81b-2474-3a5e15a45f0d,-1,-1,1589952836,volta_sgemm_128x32_sliced1x4_nn,296.668029,552.388567,100,2585.03552,1350,877,75,285.775,0
sgemm,25536,100,GPU-2a6e80db-871c-96c0-551b-7d1467f2f059,-1,-1,1591154160,volta_sgemm_128x32_sliced1x4_nn,290.401552,527.254715,100,2392.670469,1387,877,63,297.47,0
sgemm,25536,100,GPU-5bb0c5fb-67fb-782c-0f7d-6898abfab397,-1,-1,1591196645,volta_sgemm_128x32_sliced1x4_nn,290.056537,536.882158,100,2493.004357,1335,877,53,297.955,0
sgemm,25536,100,GPU-21b84f62-05cd-432b-acde-a73806e9f42a,-1,-1,1589952846,volta_sgemm_128x32_sliced1x4_nn,303.604114,536.648181,100,2353.760561,1417,877,54,296.986,0
sgemm,25536,100,GPU-9b7aae3b-7f3e-3ae8-bfee-b63b23b6339a,-1,-1,1591153071,volta_sgemm_128x32_sliced1x4_nn,290.081433,535.044805,100,2474.701286,1342,877,72,297.304,0
sgemm,25536,100,GPU-76f8b6a6-e2c2-6433-dfee-018c4afcca5c,-1,-1,1589951689,volta_sgemm_128x32_sliced1x4_nn,290.59427,532.21531,100,2440.72749,1357,877,62,296.501,0
sgemm,25536,100,GPU-99df6a7a-e5c8-3716-e808-040a4525620d,-1,-1,1591153070,volta_sgemm_128x32_sliced1x4_nn,302.653642,544.333782,100,2441.342531,1357,877,74,296.893,0
sgemm,25536,100,GPU-ae13d3c0-4338-b02e-4949-57d6fa4535af,-1,-1,1591213113,volta_sgemm_128x32_sliced1x4_nn,290.624305,528.502203,100,2402.96699,1387,877,62,297.758,0
sgemm,25536,100,GPU-e06e7795-d421-9eee-56f8-1194e546a123,-1,-1,1591153071,volta_sgemm_128x32_sliced1x4_nn,290.089099,529.089836,100,2414.518663,1372,877,68,297.788,0
sgemm,25536,100,GPU-9deb663c-9235-187e-61f4-56a175e3b0bc,-1,-1,1591071375,volta_sgemm_128x32_sliced1x4_nn,290.312532,534.184484,100,2463.640918,1350,877,67,296.408,0
sgemm,25536,100,GPU-655db804-c207-5454-1b4f-123f709fa135,-1,-1,1589933532,volta_sgemm_128x32_sliced1x4_nn,291.030771,533.635473,100,2450.642827,1350,877,66,297.667,0
sgemm,25536,100,GPU-5efed572-a323-90eb-8e51-bd26e6744236,-1,-1,1591196601,volta_sgemm_128x32_sliced1x4_nn,290.336258,531.476173,100,2436.243653,1365,877,61,296.986,0
sgemm,25536,100,GPU-4d23e5bb-8ef5-bc71-7af1-a0c31339879d,-1,-1,1591154733,volta_sgemm_128x32_sliced1x4_nn,290.544117,529.424854,100,2413.06949,1372,877,62,296.986,0
