cabinet,device,model,node,perf_avg,perf,run,uuid
c196,1,pagerank,42,1292975.584,2588537120,3,GPU-73ea3093-4f70-104d-ac0c-53398037296b
c199,0,pagerank,61,1292744.104,2588073696,3,GPU-3bd60980-a877-b94d-934b-cd3599f8e788
c198,1,pagerank,62,1293112.472,2588811168,3,GPU-d5368684-33cf-978b-0f0a-d6b452a772ec
c197,2,pagerank,61,1291962.038,2586508000,0,GPU-01b31d42-2339-500c-e226-c152144e6af3
c198,0,pagerank,112,1293013.642,2588613312,4,GPU-8890af4d-ee12-7552-a271-e1e37dafd59d
c197,2,pagerank,61,1292154.533,2586893376,4,GPU-01b31d42-2339-500c-e226-c152144e6af3
c199,3,pagerank,101,1292177.742,2586939840,2,GPU-2aad00f6-c880-f072-24b7-e548f74a548b
c198,0,pagerank,91,1292125.331,2586834912,4,GPU-bb8dace1-f2e6-e7ac-45af-8a1ec14c94df
c199,0,pagerank,32,1291776.208,2586135968,3,GPU-a0d496ca-6e6c-c03e-72d7-4e922eb03524
c199,2,pagerank,61,1292252.372,2587089248,1,GPU-26263a8f-1606-5d87-cf96-4e6b5e535e66
c198,1,pagerank,51,1292878.641,2588343040,2,GPU-dad45960-d00e-c32f-cccb-5d6e464e6aba
c199,0,pagerank,12,1292297.063,2587178720,3,GPU-34b99a2e-8dad-828c-2378-4e6ba69fea92
c197,1,pagerank,51,1291940.028,2586463936,3,GPU-e7140764-128a-08f8-06d2-19d316b4c5e9
c199,3,pagerank,51,1292421.003,2587426848,2,GPU-e0e5231e-df3e-80a2-81b0-0df205205d90
c197,0,pagerank,52,1292766.721,2588118976,3,GPU-2dc89359-41b9-de5c-f0f5-cde6b995528d
c198,0,pagerank,22,1292694.633,2587974656,0,GPU-e2e63fed-8e11-55be-4b92-876abe3dda0e
c199,1,pagerank,41,1293134.865,2588856000,4,GPU-47b14c71-9b57-2642-ef58-0dde8f424c66
c199,2,pagerank,22,1292215.832,2587016096,4,GPU-273d7bd1-76ca-c36e-3b5f-b6a3acfaec91
c198,3,pagerank,22,1293199.281,2588984960,2,GPU-9be951b4-61ac-9efe-4a49-6745dbe5dde0
c198,3,pagerank,52,1291620.188,2585823616,4,GPU-445a7276-f43a-1143-7f2e-549fc5ec5cf9
c198,1,pagerank,72,1292958.146,2588502208,3,GPU-53816c16-823d-8bb6-6edb-c0b8702b194c
c196,0,pagerank,51,1289742.05,2582063584,3,GPU-d2718ada-e13d-a1a2-d81b-4283cac07d1b
c198,2,pagerank,51,1292734.817,2588055104,3,GPU-184cd5cd-30f3-ab6c-087e-32235d88b6d1
c198,0,pagerank,51,1292979.133,2588544224,4,GPU-21713f81-a0ce-bb17-03a8-1d6a554964c6
c198,3,pagerank,91,1290576.719,2583734592,4,GPU-c5ac2b5a-999d-bab8-ae17-ee30e425cbb7
c197,2,pagerank,42,1292505.622,2587596256,2,GPU-0f931387-8fa1-22c2-4fec-0c39738f3743
c196,1,pagerank,112,1291789.89,2586163360,3,GPU-6c7a76cf-3d2d-66fb-5a4c-0f5b2a90c279
c197,0,pagerank,72,1292314.374,2587213376,1,GPU-f57e8247-4e51-787e-d125-1b16a8cf4582
c198,3,pagerank,52,1291110.49,2584803200,3,GPU-445a7276-f43a-1143-7f2e-549fc5ec5cf9
c198,1,pagerank,82,1292608.783,2587802784,0,GPU-b3549ea2-9930-bd5c-28a5-26323cf45f8f
c198,1,pagerank,91,1292441.367,2587467616,2,GPU-b945e99b-f46f-6301-8e9e-9b0745904a44
c198,2,pagerank,72,1292880.096,2588345952,0,GPU-d0080c95-7345-5923-ae97-836069c442bd
c198,2,pagerank,52,1291926.458,2586436768,0,GPU-5ec42052-a823-22df-2360-7446ff0c18c5
c199,2,pagerank,121,1291240.12,2585062720,1,GPU-197b5cd4-19c1-65d7-6cbc-f6a553245cbc
c198,2,pagerank,72,1293244.292,2589075072,1,GPU-d0080c95-7345-5923-ae97-836069c442bd
c197,2,pagerank,92,1292945.534,2588476960,4,GPU-28c301cb-dc08-2d35-dde8-9af7a74841b4
c199,0,pagerank,72,1292210.014,2587004448,3,GPU-b4bfcb5d-f7bb-0d5a-8e0f-5faaad3a4266
c196,2,pagerank,52,1291491.421,2585565824,4,GPU-246048be-a3a5-d67a-03ff-edeb54be1914
c199,3,pagerank,112,1291533.73,2585650528,2,GPU-4ef43ea3-8a93-3f9a-f774-035ef50c4a1c
c196,0,pagerank,42,1290508.132,2583597280,0,GPU-76b58ef4-9322-a869-13c5-fdebd7f266c5
c199,3,pagerank,82,1292852.348,2588290400,0,GPU-76a0747f-3a2e-017f-bffa-9df46cda0272
c197,0,pagerank,102,1291664.304,2585911936,2,GPU-e4f10e61-41ee-177d-a493-4c6cdbdd3774
c197,3,pagerank,52,1292200.935,2586986272,3,GPU-34bbfc77-1de8-6792-3317-23172e47e70d
c198,1,pagerank,62,1293373.187,2589333120,1,GPU-d5368684-33cf-978b-0f0a-d6b452a772ec
c198,0,pagerank,41,1291845.754,2586275200,4,GPU-af0701a0-ee55-62f4-1e37-f07b74cd0924
c197,2,pagerank,41,1292903.768,2588393344,1,GPU-aab2af7e-95a0-216a-36d3-5b76cb972fcf
c197,1,pagerank,42,1293554.717,2589696544,1,GPU-e5de72d6-7749-c28e-d3e5-af585c8f6213
c198,2,pagerank,111,1292911.089,2588408000,0,GPU-6dde75ce-71df-7921-797d-f0ccb641f223
c199,1,pagerank,22,1292135.816,2586855904,3,GPU-c0b12dd5-53c3-3c57-c3c3-d1eacf1cd2e4
c197,0,pagerank,51,1292131.676,2586847616,2,GPU-e4d78173-285e-8e36-babb-063221493550
c198,0,pagerank,101,1291219.069,2585020576,0,GPU-33c24d68-8734-d4da-c775-4a201cad9aa5
c196,0,pagerank,112,1291700.14,2585983680,4,GPU-d5be5fde-4350-2ad2-553e-1ed632195eb7
c199,2,pagerank,62,1291769.67,2586122880,4,GPU-ac0ae492-caa6-f1b7-7df4-b355b8117482
c197,1,pagerank,101,1292676.939,2587939232,1,GPU-690d7372-0ac5-c58c-9691-e5a9c5428eea
c199,0,pagerank,62,1292847.025,2588279744,3,GPU-d9b2c0cc-1c52-9529-73e9-c564f3a98199
c198,2,pagerank,101,1291875.309,2586334368,2,GPU-50d47302-384d-41ec-7360-05758508950c
c196,1,pagerank,52,1291328.703,2585240064,3,GPU-1b707649-2784-0639-8b36-e00b57be1c95
c199,3,pagerank,101,1291948.324,2586480544,4,GPU-2aad00f6-c880-f072-24b7-e548f74a548b
c198,2,pagerank,41,1291580.1,2585743360,2,GPU-4abbc4b6-679f-e936-1f4f-2b8b6ed78b82
c196,0,pagerank,51,1291429.179,2585441216,0,GPU-d2718ada-e13d-a1a2-d81b-4283cac07d1b
c197,2,pagerank,51,1291710.098,2586003616,1,GPU-8781868c-f755-7017-4263-ef3e2113b959
c196,2,pagerank,51,1291904.543,2586392896,3,GPU-0ffef0b8-aa38-5d86-b1ad-58fb76838f83
c199,2,pagerank,41,1291007.041,2584596096,4,GPU-a0197938-2068-f7b9-39ab-fa2280eb511a
c198,3,pagerank,72,1292895.009,2588375808,2,GPU-c8089ebe-0415-e477-691d-52275e6d64a5
c198,2,pagerank,111,1292847.792,2588281280,3,GPU-6dde75ce-71df-7921-797d-f0ccb641f223
c199,0,pagerank,111,1292203.461,2586991328,1,GPU-7860c617-9014-dd6b-3364-340463ffb25b
c198,1,pagerank,101,1290712.759,2584006944,2,GPU-4b51c235-cfb1-a2b8-c3a2-1c34a0d8cd66
c196,3,pagerank,72,1292988.595,2588563168,4,GPU-73b844f9-cfd5-b9de-b344-2f895e84c74d
c196,1,pagerank,111,1292898.813,2588383424,3,GPU-b84e9160-a738-1255-fcdd-6d461313945d
c197,0,pagerank,92,1292466.382,2587517696,3,GPU-c5992df9-8d3b-c84d-4117-8f4e23515b5b
c196,3,pagerank,51,1292521.574,2587628192,3,GPU-860904c1-f889-b0fe-8aaf-46b473179477
c198,0,pagerank,51,1290398.513,2583377824,1,GPU-21713f81-a0ce-bb17-03a8-1d6a554964c6
c198,2,pagerank,21,1291838.21,2586260096,3,GPU-22cb1830-11a6-1772-8d18-2b27cd236c8f
c198,2,pagerank,62,1293536.368,2589659808,1,GPU-0fe332da-c43e-93a9-a8ea-e08f6c92e807
c198,0,pagerank,112,1292901.275,2588388352,3,GPU-8890af4d-ee12-7552-a271-e1e37dafd59d
c198,2,pagerank,62,1292391.624,2587368032,0,GPU-0fe332da-c43e-93a9-a8ea-e08f6c92e807
c196,2,pagerank,112,1291907.596,2586399008,1,GPU-5dc5326b-989c-e8ad-28d6-24ff2af1d1c6
c197,1,pagerank,52,1292839.672,2588265024,2,GPU-c5f70823-cc61-16ec-33f8-4c51aec4b322
c199,1,pagerank,71,1292187.381,2586959136,0,GPU-5a5489d9-baae-b03e-19f4-f939b3d671f3
c196,3,pagerank,72,1292489.654,2587564288,1,GPU-73b844f9-cfd5-b9de-b344-2f895e84c74d
c198,3,pagerank,61,1292681.047,2587947456,1,GPU-7764d4ed-bb55-9161-44d5-e8ac1441f9dc
c196,2,pagerank,102,1291921.279,2586426400,2,GPU-785e5384-b9db-5ffb-159c-bf337727844d
c197,3,pagerank,31,1291948.228,2586480352,2,GPU-2ffa8a10-936f-ed1a-f897-8c69ebb26391
c196,2,pagerank,61,1289825.135,2582229920,4,GPU-2c9ae92e-83bf-ecd9-6d22-8b050ef07bca
c198,1,pagerank,61,1292295.512,2587175616,4,GPU-5febc5f0-1d80-e5b9-0b6d-0eb6cf811dc9
c199,0,pagerank,101,1292328.679,2587242016,2,GPU-f9d29720-d192-a337-b70c-88e33f77a449
c196,1,pagerank,51,1292419.596,2587424032,2,GPU-f5092fe4-1eda-aa7e-4bbc-28bf670c51e3
c198,0,pagerank,91,1292840.663,2588267008,1,GPU-bb8dace1-f2e6-e7ac-45af-8a1ec14c94df
c197,2,pagerank,32,1291720.296,2586024032,4,GPU-ce23372d-9b91-fa22-4b6a-efdf50dc605f
c197,3,pagerank,92,1292774.042,2588133632,2,GPU-e289b4a9-b821-519b-4474-24560d64ceae
c198,2,pagerank,32,1292108.611,2586801440,3,GPU-5f8e0d0a-46bb-ab00-d3a4-9ab6b4f42b20
c199,3,pagerank,72,1292205.81,2586996032,1,GPU-b54154a6-32cb-1de0-9f49-11a273dba29a
c198,1,pagerank,22,1293044.635,2588675360,0,GPU-3aca968b-e1e0-cd6b-705b-82f5a40a3576
c196,3,pagerank,62,1291329.566,2585241792,3,GPU-9e51dd33-ce17-5832-e3f3-257032c14eee
c199,0,pagerank,91,1292714.102,2588013632,4,GPU-f70e14a5-1a35-f46d-9361-a11c3765c79c
c198,3,pagerank,52,1290885.371,2584352512,2,GPU-445a7276-f43a-1143-7f2e-549fc5ec5cf9
c198,1,pagerank,102,1291501.666,2585586336,0,GPU-68935a0a-98ee-3531-7b35-ab98ef83ebf8
c199,3,pagerank,51,1291326.881,2585236416,1,GPU-e0e5231e-df3e-80a2-81b0-0df205205d90
c198,3,pagerank,41,1290461.634,2583504192,3,GPU-a03d715d-4024-81ef-a370-dc9d02d1a27b
c199,0,pagerank,71,1291588.779,2585760736,3,GPU-0d08d63c-f45d-2753-d3b2-e48b8476be85
c197,2,pagerank,32,1291452.228,2585487360,2,GPU-ce23372d-9b91-fa22-4b6a-efdf50dc605f
c196,2,pagerank,42,1290889.622,2584361024,2,GPU-1769e88d-4e21-c6fa-e5d2-bf0c2d55e5df
c197,2,pagerank,81,1291688.727,2585960832,4,GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5
c197,0,pagerank,102,1293133.698,2588853664,0,GPU-e4f10e61-41ee-177d-a493-4c6cdbdd3774
c199,2,pagerank,32,1291469.778,2585522496,1,GPU-a075f73c-0500-a59d-c3aa-f81a8f646866
c199,3,pagerank,82,1293064.727,2588715584,4,GPU-76a0747f-3a2e-017f-bffa-9df46cda0272
c198,2,pagerank,61,1292664.951,2587915232,0,GPU-db9f2ed6-d7e8-3f4d-0d56-be1020980607
c196,1,pagerank,42,1293589.499,2589766176,1,GPU-73ea3093-4f70-104d-ac0c-53398037296b
c198,2,pagerank,41,1289428.364,2581435584,4,GPU-4abbc4b6-679f-e936-1f4f-2b8b6ed78b82
c196,0,pagerank,61,1292848.575,2588282848,0,GPU-54b0ffff-07a5-0a2d-e650-399d44a93846
c196,2,pagerank,42,1293357.427,2589301568,0,GPU-1769e88d-4e21-c6fa-e5d2-bf0c2d55e5df
c198,2,pagerank,62,1292541.203,2587667488,4,GPU-0fe332da-c43e-93a9-a8ea-e08f6c92e807
c198,1,pagerank,111,1292700.324,2587986048,0,GPU-00ccd5ea-1163-8b1b-b814-37f30b32424a
c198,2,pagerank,42,1292553.574,2587692256,3,GPU-24aa1dec-32fe-add8-751e-4ad886e42cd7
c198,3,pagerank,102,1292172.276,2586928896,0,GPU-074a701e-a9a6-1565-eae2-094045778415
c198,0,pagerank,61,1292241.087,2587066656,1,GPU-1f8ebcb4-5207-ecc5-2b76-211b24994bae
c197,1,pagerank,81,1292143.393,2586871072,0,GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235
c198,1,pagerank,71,1292282.134,2587148832,1,GPU-e8f7ef46-1905-975f-7b59-c4413d78194b
c199,0,pagerank,52,1291431.305,2585445472,1,GPU-9cfd3bc9-ec4c-cce3-8d2a-f00dadc39c15
c198,1,pagerank,32,1291987.916,2586559808,0,GPU-6b5cf8f8-6b14-6d6e-7188-62a49ef73d49
c196,1,pagerank,111,1292870.729,2588327200,1,GPU-b84e9160-a738-1255-fcdd-6d461313945d
c197,1,pagerank,92,1292483.293,2587551552,3,GPU-dbe11990-1ffe-bf6e-1bcd-597305863b32
c196,0,pagerank,111,1292827.684,2588241024,3,GPU-ed649eb4-e3a2-d251-d3d7-0c1cd9c53e67
c198,2,pagerank,82,1292444.18,2587473248,3,GPU-89987d48-2ba6-53a0-c671-c37aad71512b
c198,1,pagerank,22,1292872.823,2588331392,4,GPU-3aca968b-e1e0-cd6b-705b-82f5a40a3576
c198,3,pagerank,91,1291920.591,2586425024,2,GPU-c5ac2b5a-999d-bab8-ae17-ee30e425cbb7
c197,0,pagerank,72,1292068.603,2586721344,3,GPU-f57e8247-4e51-787e-d125-1b16a8cf4582
c199,1,pagerank,121,1291755.285,2586094080,0,GPU-7493e320-fbe1-9eca-6072-900e91843303
c199,1,pagerank,32,1292044.356,2586672800,0,GPU-fbf31e80-3a2a-d9d7-b35c-ac2c3d01e527
c198,3,pagerank,31,1291836.26,2586256192,1,GPU-c5d53d15-34ea-e208-1363-ee1d7e1ce5aa
c197,3,pagerank,82,1291509.914,2585602848,1,GPU-c670953f-2c4d-e864-d621-a7e832aa6e89
c197,3,pagerank,91,1291776.16,2586135872,4,GPU-0c3f0f5d-d0cb-9cf2-1bae-4fc3257685c1
c199,1,pagerank,32,1291154.797,2584891904,4,GPU-fbf31e80-3a2a-d9d7-b35c-ac2c3d01e527
c199,0,pagerank,51,1293065.974,2588718080,1,GPU-22307102-b01c-f796-80aa-d85d42354fe0
c197,2,pagerank,42,1293360.304,2589307328,4,GPU-0f931387-8fa1-22c2-4fec-0c39738f3743
c198,1,pagerank,62,1293194.294,2588974976,0,GPU-d5368684-33cf-978b-0f0a-d6b452a772ec
c199,2,pagerank,111,1292751.856,2588089216,1,GPU-2c2f4b40-f274-9088-55a0-76fe1844dc46
c198,2,pagerank,31,1291936.607,2586457088,3,GPU-6c0e2422-aca2-235c-1470-aad46cb02148
c197,0,pagerank,31,1288686.721,2579950816,3,GPU-71bcc6c0-1e24-2bda-31ec-d6ff86f0ff88
c197,1,pagerank,52,1292693.85,2587973088,0,GPU-c5f70823-cc61-16ec-33f8-4c51aec4b322
c197,1,pagerank,52,1291211.013,2585004448,3,GPU-c5f70823-cc61-16ec-33f8-4c51aec4b322
c199,2,pagerank,121,1291761.934,2586107392,3,GPU-197b5cd4-19c1-65d7-6cbc-f6a553245cbc
c198,3,pagerank,71,1290770.478,2584122496,3,GPU-f33f0390-bd96-6b4f-4b71-2c83e9051d8d
c198,2,pagerank,102,1291274.661,2585131872,4,GPU-f3fd777c-9fd7-9be8-de9b-795a8a27102b
c198,0,pagerank,81,1291875.021,2586333792,1,GPU-be7cb6ee-2990-bac3-7f13-2a070c109c3b
c199,3,pagerank,32,1291520.911,2585624864,3,GPU-9bd67376-b2fd-3b6a-b99e-a3b0fea3bf71
c199,2,pagerank,12,1292299.157,2587182912,4,GPU-e4affe09-bd00-a695-4ea1-05b82723b085
c196,2,pagerank,112,1291876.316,2586336384,4,GPU-5dc5326b-989c-e8ad-28d6-24ff2af1d1c6
c199,1,pagerank,12,1292205.954,2586996320,3,GPU-d12201c4-69ff-dc42-0f17-ab706f5d15a4
c198,0,pagerank,82,1292266.054,2587116640,4,GPU-7519be0c-5784-c7dd-dbee-0c4638887f8b
c197,0,pagerank,72,1291947.461,2586478816,0,GPU-f57e8247-4e51-787e-d125-1b16a8cf4582
c198,3,pagerank,42,1291848.823,2586281344,2,GPU-d6a67224-5da4-cd28-eae8-0728f598bfbc
c197,1,pagerank,81,1291674.501,2585932352,1,GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235
c197,3,pagerank,32,1291957.211,2586498336,4,GPU-084d924d-e1ef-c343-8b49-5c9fd4d1471e
c198,1,pagerank,31,1292130.621,2586845504,0,GPU-b943fa68-5f2b-ac2c-ee4f-e01a2587c433
c197,1,pagerank,31,1292233.926,2587052320,3,GPU-8ccafb11-6944-f86c-f851-d82be1e7cc71
c197,0,pagerank,82,1291608.168,2585799552,4,GPU-352c6a6a-c453-870b-ed58-f85419f4ed96
c196,1,pagerank,51,1292167.608,2586919552,4,GPU-f5092fe4-1eda-aa7e-4bbc-28bf670c51e3
c196,1,pagerank,41,1292118.49,2586821216,4,GPU-16e6432f-1aa7-bb38-128b-35cc7e999a17
c196,0,pagerank,42,1292147.98,2586880256,2,GPU-76b58ef4-9322-a869-13c5-fdebd7f266c5
c199,1,pagerank,112,1291817.351,2586218336,2,GPU-6defb7e1-ec8a-762f-09bb-19c9dfed1fa7
c196,0,pagerank,61,1292876.739,2588339232,2,GPU-54b0ffff-07a5-0a2d-e650-399d44a93846
c199,0,pagerank,91,1292517.898,2587620832,3,GPU-f70e14a5-1a35-f46d-9361-a11c3765c79c
c197,1,pagerank,82,1291981.954,2586547872,4,GPU-80a9eb22-f191-0258-0928-1e6e2f68e25f
c197,3,pagerank,41,1290046.529,2582673152,1,GPU-cfce0c96-3a6e-2f08-2b84-5df518f499b4
c198,1,pagerank,112,1292557.586,2587700288,2,GPU-eef1e8ed-89b3-346d-490c-73acc1abb571
c198,0,pagerank,21,1292989.65,2588565280,2,GPU-0f4b2b1e-8297-a5c6-d9f9-1c2635c4cc92
c196,1,pagerank,72,1292666.374,2587918080,3,GPU-209c879c-4afb-2e25-5fea-73a69b738ce1
c199,3,pagerank,71,1292089.782,2586763744,4,GPU-600b75fa-9338-6bde-056e-b14fe9798e31
c197,1,pagerank,71,1290883.692,2584349152,0,GPU-d4c4457d-9f9b-fdf7-a509-d5e63934ca43
c198,3,pagerank,102,1291891.453,2586366688,3,GPU-074a701e-a9a6-1565-eae2-094045778415
c197,2,pagerank,81,1291575.353,2585733856,3,GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5
c198,2,pagerank,112,1292773.115,2588131776,4,GPU-edd8c8cf-6e3a-6e89-44f8-ab74d5ed8dcc
c198,0,pagerank,101,1292180.683,2586945728,4,GPU-33c24d68-8734-d4da-c775-4a201cad9aa5
c196,0,pagerank,101,1291545.798,2585674688,2,GPU-c2637539-f16d-f47f-49f1-3f4c5de5e174
c199,3,pagerank,22,1292840.807,2588267296,0,GPU-884929c9-b02c-10ae-94b8-c21abc0c04ca
c198,2,pagerank,42,1291642.038,2585867360,0,GPU-24aa1dec-32fe-add8-751e-4ad886e42cd7
c198,1,pagerank,81,1291426.653,2585436160,2,GPU-765a0d05-f6b3-feb7-184e-7b8071909539
c197,0,pagerank,32,1291740.132,2586063744,3,GPU-aece59c8-5cdd-88ae-f4af-343bbd7039c6
c198,2,pagerank,82,1292653.363,2587892032,1,GPU-89987d48-2ba6-53a0-c671-c37aad71512b
c198,2,pagerank,42,1291602.158,2585787520,4,GPU-24aa1dec-32fe-add8-751e-4ad886e42cd7
c197,1,pagerank,101,1293051.748,2588689600,0,GPU-690d7372-0ac5-c58c-9691-e5a9c5428eea
c199,1,pagerank,91,1292653.634,2587892576,3,GPU-0c673ca6-30da-96bc-a28e-5617fcd05148
c197,1,pagerank,92,1292882.206,2588350176,2,GPU-dbe11990-1ffe-bf6e-1bcd-597305863b32
c196,3,pagerank,111,1291899.029,2586381856,4,GPU-281d233d-28c7-f5dd-f4c1-48837c021bb4
c197,3,pagerank,101,1292800.112,2588185824,4,GPU-9aa7e618-e7af-2781-3e37-392aa3999d08
c197,2,pagerank,72,1291810.414,2586204448,0,GPU-06212af4-9a15-8518-a41e-b0cee5abb6ef
c198,2,pagerank,22,1292911.473,2588408768,4,GPU-d13b519c-797c-0eef-8072-1e9b6b83e198
c198,3,pagerank,31,1291970.781,2586525504,4,GPU-c5d53d15-34ea-e208-1363-ee1d7e1ce5aa
c199,2,pagerank,32,1291698.637,2585980672,2,GPU-a075f73c-0500-a59d-c3aa-f81a8f646866
c196,0,pagerank,71,1291738.214,2586059904,1,GPU-ff79558e-5b2e-0218-ddd1-4026a868279c
c198,1,pagerank,42,1292242.382,2587069248,1,GPU-d92be4b5-48ba-f741-8241-215938d18ad8
c199,1,pagerank,51,1292935.113,2588456096,1,GPU-acb8a3f7-fa5a-5a5c-2c9f-c4d60460e49b
c196,2,pagerank,42,1292607.856,2587800928,4,GPU-1769e88d-4e21-c6fa-e5d2-bf0c2d55e5df
c199,2,pagerank,12,1292592.432,2587770048,2,GPU-e4affe09-bd00-a695-4ea1-05b82723b085
c198,2,pagerank,91,1292148.364,2586881024,1,GPU-6714c080-bb14-aa46-9372-084f31f55acd
c198,1,pagerank,81,1291580.787,2585744736,4,GPU-765a0d05-f6b3-feb7-184e-7b8071909539
c196,0,pagerank,61,1293067.381,2588720896,3,GPU-54b0ffff-07a5-0a2d-e650-399d44a93846
c199,2,pagerank,61,1292097.071,2586778336,4,GPU-26263a8f-1606-5d87-cf96-4e6b5e535e66
c197,2,pagerank,41,1293293.618,2589173824,4,GPU-aab2af7e-95a0-216a-36d3-5b76cb972fcf
c196,1,pagerank,111,1292803.469,2588192544,2,GPU-b84e9160-a738-1255-fcdd-6d461313945d
c197,2,pagerank,81,1291608.823,2585800864,1,GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5
c196,3,pagerank,42,1293049.287,2588684672,4,GPU-c8d2f290-bf0b-38a3-7a49-071453c4f99b
c197,3,pagerank,81,1292233.862,2587052192,0,GPU-5a37a5ad-daef-2766-51c4-333af47cc972
c199,3,pagerank,41,1292485.451,2587555872,0,GPU-0ec25564-93f7-a665-f765-2513965c6768
c198,2,pagerank,21,1292380.26,2587345280,2,GPU-22cb1830-11a6-1772-8d18-2b27cd236c8f
c199,1,pagerank,62,1291386.278,2585355328,2,GPU-c41b5497-6287-2cdf-64c0-3dd6a936851a
c198,1,pagerank,42,1292213.147,2587010720,3,GPU-d92be4b5-48ba-f741-8241-215938d18ad8
c198,3,pagerank,102,1292195.756,2586975904,2,GPU-074a701e-a9a6-1565-eae2-094045778415
c198,3,pagerank,71,1292304.735,2587194080,1,GPU-f33f0390-bd96-6b4f-4b71-2c83e9051d8d
c196,3,pagerank,111,1292978.621,2588543200,3,GPU-281d233d-28c7-f5dd-f4c1-48837c021bb4
c197,0,pagerank,92,1292535.241,2587655552,1,GPU-c5992df9-8d3b-c84d-4117-8f4e23515b5b
c199,1,pagerank,82,1292256.991,2587098496,1,GPU-8cec729c-3585-ea83-d745-73d3fce8bd7c
c197,2,pagerank,52,1289287.992,2581154560,1,GPU-909ad533-be3d-53c7-971f-c2fb3abe476c
c199,1,pagerank,121,1290495.968,2583572928,3,GPU-7493e320-fbe1-9eca-6072-900e91843303
c198,0,pagerank,71,1292593.694,2587772576,1,GPU-e766b213-7de5-c977-45b0-deecb351612a
c196,2,pagerank,42,1291427.868,2585438592,1,GPU-1769e88d-4e21-c6fa-e5d2-bf0c2d55e5df
c199,2,pagerank,82,1293177.734,2588941824,2,GPU-1ef07914-4a8e-5061-c2dc-6fb6bce85409
c198,3,pagerank,62,1292878.641,2588343040,1,GPU-79ff28a8-e91f-59e8-31fc-f54fefb4b86f
c198,1,pagerank,101,1293005.443,2588596896,0,GPU-4b51c235-cfb1-a2b8-c3a2-1c34a0d8cd66
c198,0,pagerank,81,1291960.232,2586504384,4,GPU-be7cb6ee-2990-bac3-7f13-2a070c109c3b
c197,2,pagerank,102,1291715.085,2586013600,2,GPU-b53ec098-6d54-b1bf-abaa-6fd7e24e77de
c198,0,pagerank,72,1292947.628,2588481152,3,GPU-81a6ecfb-9576-094f-4b4c-739cdee8d9b5
c197,1,pagerank,82,1291779.341,2586142240,2,GPU-80a9eb22-f191-0258-0928-1e6e2f68e25f
c198,3,pagerank,81,1291821.267,2586226176,1,GPU-895ed595-0194-b533-fad7-66d21d3b5982
c199,1,pagerank,12,1292426.086,2587437024,2,GPU-d12201c4-69ff-dc42-0f17-ab706f5d15a4
c198,0,pagerank,72,1292449.534,2587483968,1,GPU-81a6ecfb-9576-094f-4b4c-739cdee8d9b5
c199,3,pagerank,91,1291921.806,2586427456,4,GPU-4ca34e5c-9d4d-7500-1b50-45a9e3632b9c
c196,2,pagerank,71,1291990.601,2586565184,3,GPU-a443a153-8c68-a285-e46b-32247ba74fb8
c199,2,pagerank,91,1292007.896,2586599808,1,GPU-6226967d-97d4-3012-b664-8c1e068155c7
c198,2,pagerank,81,1291402.741,2585388288,1,GPU-98fc0c16-5dbe-a189-8509-c8655d7c7c15
c199,0,pagerank,71,1291734.234,2586051936,0,GPU-0d08d63c-f45d-2753-d3b2-e48b8476be85
c196,3,pagerank,42,1293091.053,2588768288,0,GPU-c8d2f290-bf0b-38a3-7a49-071453c4f99b
c198,1,pagerank,82,1292285.522,2587155616,4,GPU-b3549ea2-9930-bd5c-28a5-26323cf45f8f
c197,0,pagerank,92,1293157.594,2588901504,4,GPU-c5992df9-8d3b-c84d-4117-8f4e23515b5b
c199,3,pagerank,52,1292925.267,2588436384,1,GPU-4abb0df7-9692-f3c1-38eb-b3a43005a412
c199,0,pagerank,82,1292248.999,2587082496,3,GPU-354ffa0e-f1a3-c257-19aa-ea04ea75ca40
c196,2,pagerank,51,1292407.049,2587398912,1,GPU-0ffef0b8-aa38-5d86-b1ad-58fb76838f83
c199,3,pagerank,71,1292277.642,2587139840,3,GPU-600b75fa-9338-6bde-056e-b14fe9798e31
c198,3,pagerank,41,1291491.82,2585566624,4,GPU-a03d715d-4024-81ef-a370-dc9d02d1a27b
c199,0,pagerank,111,1292363.429,2587311584,4,GPU-7860c617-9014-dd6b-3364-340463ffb25b
c196,3,pagerank,62,1292920.216,2588426272,0,GPU-9e51dd33-ce17-5832-e3f3-257032c14eee
c197,3,pagerank,31,1291978.549,2586541056,1,GPU-2ffa8a10-936f-ed1a-f897-8c69ebb26391
c198,3,pagerank,112,1292646.09,2587877472,2,GPU-43cf53c1-d58c-dcf9-2447-28b265473b00
c197,0,pagerank,42,1293333.738,2589254144,2,GPU-1fdce80d-b1ac-d651-6449-82e28948b1ff
c198,0,pagerank,21,1293404.691,2589396192,1,GPU-0f4b2b1e-8297-a5c6-d9f9-1c2635c4cc92
c199,0,pagerank,121,1291976.168,2586536288,4,GPU-911fdcc6-b507-28e7-2529-7ce2ee4b7e70
c196,1,pagerank,62,1292582.186,2587749536,3,GPU-4cae3e04-8317-7130-c33d-f596fe441d34
